1	工作 · 第1级	tā hěn xǐ huān diàn nǎo nǐ kàn wèn tí mā mā měi tiān jì de huì yì||wǒ men měi tiān xǐ huān wèn tí mā mā jì de wèn tí bà bà bù jì de huì yì||bà bà bù kàn huì yì bà bà jì de jì huà bà bà hěn xǐ huān huì yì	他很喜欢电脑。你看问题。妈妈每天记得会议。||我们每天喜欢问题。妈妈记得问题。爸爸不记得会议。||爸爸不看会议。爸爸记得计划。爸爸很喜欢会议。
1	旅行 · 第1级	tā měi tiān kàn fēi jī tā hěn xǐ huān bīn guǎn mā mā bù kàn bīn guǎn||bà bà hěn xǐ huān bīn guǎn wǒ men měi tiān xǐ huān hǎi biān tā men kàn bīn guǎn||wǒ men xǐ huān bīn guǎn tā měi tiān kàn hǎi biān mā mā bù kàn dì tú	他每天看飞机。她很喜欢宾馆。妈妈不看宾馆。||爸爸很喜欢宾馆。我们每天喜欢海边。他们看宾馆。||我们喜欢宾馆。她每天看海边。妈妈不看地图。
1	学习 · 第1级	wǒ men hěn xǐ huān fā yīn nǐ bù dú hàn zì tā men kàn hàn zì||wǒ dú yǔ fǎ bà bà bù liàn xí fā yīn wǒ hěn xǐ huān kè běn||tā men míng tiān dú kè běn tā men bù xué xí fā yīn wǒ men měi tiān liàn xí kè běn	我们很喜欢发音。你不读汉字。他们看汉字。||我读语法。爸爸不练习发音。我很喜欢课本。||他们明天读课本。他们不学习发音。我们每天练习课本。
1	食物 · 第1级	tā mǎi mǐ fàn mā mā měi tiān xǐ huān mǐ fàn tā men bù xǐ huān miàn tiáo||bà bà bù mǎi mǐ fàn tā měi tiān xǐ huān miàn tiáo nǐ zuò miàn tiáo||wǒ míng tiān mǎi mǐ fàn mā mā hěn xǐ huān miàn tiáo wǒ men mǎi bāo zi	她买米饭。妈妈每天喜欢米饭。他们不喜欢面条。||爸爸不买米饭。她每天喜欢面条。你做面条。||我明天买米饭。妈妈很喜欢面条。我们买包子。
1	食物 · 第1级	tā men bù xǐ huān miàn tiáo nǐ zuò miàn tiáo nǐ měi tiān mǎi mǐ fàn||tā měi tiān xǐ huān miàn tiáo wǒ men mǎi bāo zi tā hěn xǐ huān mǐ fàn||péng yǒu měi tiān mǎi miàn tiáo mā mā hěn xǐ huān miàn tiáo bà bà bù zuò mǐ fàn	他们不喜欢面条。你做面条。你每天买米饭。||她每天喜欢面条。我们买包子。他很喜欢米饭。||朋友每天买面条。妈妈很喜欢面条。爸爸不做米饭。
1	学习 · 第1级	bà bà hěn xǐ huān yǔ fǎ tā men bù fù xí yǔ fǎ nǐ měi tiān fù xí kè běn||tā míng tiān kàn fā yīn wǒ hěn xǐ huān kè běn tā měi tiān kàn hàn zì||tā bù kàn yīng yǔ mā mā kàn kè běn tā men měi tiān fù xí fā yīn	爸爸很喜欢语法。他们不复习语法。你每天复习课本。||她明天看发音。我很喜欢课本。他每天看汉字。||她不看英语。妈妈看课本。他们每天复习发音。
1	学习 · 第1级	tā měi tiān xué xí kè běn tā men míng tiān dú kè běn nǐ bù dú yǔ fǎ||bà bà bù liàn xí fā yīn tā měi tiān kàn hàn zì wǒ men hěn xǐ huān kè běn||tā men kàn hàn zì tā míng tiān kàn fā yīn tā měi tiān kàn fā yīn	她每天学习课本。他们明天读课本。你不读语法。||爸爸不练习发音。他每天看汉字。我们很喜欢课本。||他们看汉字。她明天看发音。她每天看发音。
1	饮料 · 第1级	tā bù hē kā fēi tā men měi tiān mǎi niú nǎi wǒ hē kā fēi||bà bà míng tiān mǎi kā fēi tā men měi tiān hē niú nǎi tā men hē niú nǎi||bà bà míng tiān hē kā fēi tā mǎi kā fēi tā bù hē niú nǎi	她不喝咖啡。他们每天买牛奶。我喝咖啡。||爸爸明天买咖啡。他们每天喝牛奶。他们喝牛奶。||爸爸明天喝咖啡。她买咖啡。他不喝牛奶。
1	食物 · 第1级	wǒ míng tiān mǎi mǐ fàn bà bà hěn xǐ huān mǐ fàn tā men měi tiān mǎi bāo zi||nǐ zuò miàn tiáo tā men míng tiān mǎi miàn tiáo nǐ bù zuò bāo zi||tā mǎi mǐ fàn tā men bù mǎi miàn tiáo tā hěn xǐ huān mǐ fàn	我明天买米饭。爸爸很喜欢米饭。他们每天买包子。||你做面条。他们明天买面条。你不做包子。||她买米饭。他们不买面条。他很喜欢米饭。
1	饮料 · 第1级	tā men měi tiān hē niú nǎi tā bù mǎi kā fēi bà bà míng tiān hē kā fēi||wǒ men hěn xǐ huān kā fēi péng yǒu měi tiān hē kā fēi wǒ hē kā fēi||bà bà míng tiān mǎi kā fēi nǐ bù mǎi niú nǎi tā men hē niú nǎi	他们每天喝牛奶。她不买咖啡。爸爸明天喝咖啡。||我们很喜欢咖啡。朋友每天喝咖啡。我喝咖啡。||爸爸明天买咖啡。你不买牛奶。他们喝牛奶。
1	工作 · 第1级	wǒ měi tiān jì de diàn nǎo mā mā bù jì de wèn tí bà bà hěn xǐ huān huì yì||wǒ men měi tiān xǐ huān wèn tí bà bà bù kàn huì yì wǒ men kàn diàn nǎo||bà bà hěn xǐ huān diàn nǎo nǐ kàn wèn tí bà bà bù kàn míng piàn	我每天记得电脑。妈妈不记得问题。爸爸很喜欢会议。||我们每天喜欢问题。爸爸不看会议。我们看电脑。||爸爸很喜欢电脑。你看问题。爸爸不看名片。
